Threshold,TSS
0.05,0.253
0.1,0.384
0.15000000000000002,0.469
0.2,0.521
0.25,0.56
0.3,0.599
0.35000000000000003,0.613
0.4,0.634
0.45,0.646
0.5,0.673
0.55,0.683
0.6000000000000001,0.683
0.6500000000000001,0.689
0.7000000000000001,0.675
0.7500000000000001,0.6
0.8,0.525
0.8500000000000001,0.451
0.9000000000000001,0.398
0.9500000000000001,0.141
