Threshold,TSS
0.05,0.269
0.1,0.245
0.15000000000000002,0.255
0.2,0.225
0.25,0.217
0.3,0.196
0.35000000000000003,0.196
0.4,0.196
0.45,0.196
0.5,0.196
0.55,0.196
0.6000000000000001,0.197
0.6500000000000001,0.198
0.7000000000000001,0.106
0.7500000000000001,0.092
0.8,0.097
0.8500000000000001,0.078
0.9000000000000001,0.079
0.9500000000000001,0.082
